"","x"
"350",0.033052
"351",0.033152
"352",0.033252
"353",0.033352
"354",0.033452
"355",0.032952
"356",0.033052
"357",0.033152
"358",0.033252
"359",0.032852
"360",0.032952
"361",0.033052
"362",0.033152
"363",0.032752
"364",0.032852
"365",0.032952
"366",0.032752
"367",0.033552
"368",0.033652
"369",0.033752
"370",0.033852
"371",0.033952
"372",0.034052
"373",0.034152
"374",0.034252
"375",0.034352
"376",0.034452
"377",0.034552
"378",0.034652
"379",0.033452
"380",0.033552
"381",0.033652
"382",0.033752
"383",0.033852
"384",0.033952
"385",0.034052
"386",0.034152
"387",0.034252
"388",0.034352
"389",0.034452
"390",0.033352
"391",0.033452
"392",0.033552
"393",0.033652
"394",0.033752
"395",0.033852
"396",0.033952
"397",0.034052
"398",0.034152
"399",0.034252
"400",0.033252
"401",0.033352
"402",0.033452
"403",0.033552
"404",0.033652
"405",0.033752
"406",0.033852
"407",0.033952
"408",0.034052
"409",0.033152
"410",0.033252
"411",0.033352
"412",0.033452
"413",0.033552
"414",0.033652
"415",0.033752
"416",0.033852
"417",0.033152
"418",0.033252
"419",0.033352
"420",0.033452
"421",0.033552
"422",0.033652
"423",0.033052
"424",0.033152
"425",0.033252
"426",0.033352
"427",0.033452
"428",0.032952
"429",0.033052
"430",0.033152
"431",0.033252
"432",0.032852
"433",0.032952
"434",0.033052
"435",0.033152
"436",0.032752
"437",0.032852
"438",0.032952
"439",0.032752
"440",0.033552
"441",0.033652
"442",0.033752
"443",0.033852
"444",0.033952
"445",0.034052
"446",0.034152
"447",0.034252
"448",0.034352
"449",0.034452
"450",0.034552
"451",0.034652
"452",0.033452
"453",0.033552
"454",0.033652
"455",0.033752
"456",0.033852
"457",0.033952
"458",0.034052
"459",0.034152
"460",0.034252
"461",0.034352
"462",0.034452
"463",0.033352
"464",0.033452
"465",0.033552
"466",0.033652
"467",0.033752
"468",0.033852
"469",0.033952
"470",0.034052
"471",0.034152
"472",0.034252
"473",0.033252
"474",0.033352
"475",0.033452
"476",0.033552
"477",0.033652
"478",0.033752
"479",0.033852
"480",0.033952
"481",0.034052
"482",0.033152
"483",0.033252
"484",0.033352
"485",0.033452
"486",0.033552
"487",0.033652
"488",0.033752
"489",0.033852
"490",0.033152
"491",0.033252
"492",0.033352
"493",0.033452
"494",0.033552
"495",0.033652
"496",0.033052
"497",0.033152
"498",0.033252
"499",0.033352
"500",0.033452
"501",0.032952
"502",0.033052
"503",0.033152
"504",0.033252
"505",0.032852
"506",0.032952
"507",0.033052
"508",0.033152
"509",0.032752
"510",0.032852
"511",0.032952
"512",0.032752
"513",0.033552
"514",0.033652
"515",0.033752
"516",0.033852
"517",0.033952
"518",0.034052
"519",0.034152
"520",0.034252
"521",0.034352
"522",0.034452
"523",0.034552
"524",0.034652
"525",0.033452
"526",0.033552
"527",0.033652
"528",0.033752
"529",0.033852
"530",0.033952
"531",0.034052
"532",0.034152
"533",0.034252
"534",0.034352
"535",0.034452
"536",0.033352
"537",0.033452
"538",0.033552
"539",0.033652
"540",0.033752
"541",0.033852
"542",0.033952
"543",0.034052
"544",0.034152
"545",0.034252
"546",0.033252
"547",0.033352
"548",0.033452
"549",0.033552
"550",0.033652
"551",0.033752
"552",0.033852
"553",0.033952
"554",0.034052
"555",0.033152
"556",0.033252
"557",0.033352
"558",0.033452
"559",0.033552
"560",0.033652
"561",0.033752
"562",0.033852
"563",0.033152
"564",0.033252
"565",0.033352
"566",0.033452
"567",0.033552
"568",0.033652
"569",0.033052
"570",0.033152
"571",0.033252
"572",0.033352
"573",0.033452
"574",0.032952
"575",0.033052
"576",0.033152
"577",0.033252
"578",0.032852
"579",0.032952
"580",0.033052
"581",0.033152
"582",0.032752
"583",0.032852
"584",0.032952
"585",0.032752
"586",0.033552
"587",0.033652
"588",0.033752
"589",0.033852
"590",0.033952
"591",0.034052
"592",0.034152
"593",0.034252
"594",0.034352
"595",0.034452
"596",0.034552
"597",0.034652
"598",0.033452
"599",0.033552
"600",0.033652
"601",0.033752
"602",0.033852
"603",0.033952
"604",0.034052
"605",0.034152
"606",0.034252
"607",0.034352
"608",0.034452
"609",0.033352
"610",0.033452
"611",0.033552
"612",0.033652
"613",0.033752
"614",0.033852
"615",0.033952
"616",0.034052
"617",0.034152
"618",0.034252
"619",0.033252
"620",0.033352
"621",0.033452
"622",0.033552
"623",0.033652
"624",0.033752
"625",0.033852
"626",0.033952
"627",0.034052
"628",0.033152
"629",0.033252
"630",0.033352
"631",0.033452
"632",0.033552
"633",0.033652
"634",0.033752
"635",0.033852
"636",0.033152
"637",0.033252
"638",0.033352
"639",0.033452
"640",0.033552
"641",0.033652
"642",0.033052
"643",0.033152
"644",0.033252
"645",0.033352
"646",0.033452
"647",0.032952
"648",0.033052
"649",0.033152
"650",0.033252
"651",0.032852
"652",0.032952
"653",0.033052
"654",0.033152
"655",0.032752
"656",0.032852
"657",0.032952
"658",0.032752
"659",0.033552
"660",0.033652
"661",0.033752
"662",0.033852
"663",0.033952
"664",0.034052
"665",0.034152
"666",0.034252
"667",0.034352
"668",0.034452
"669",0.034552
"670",0.034652
"671",0.033452
"672",0.033552
"673",0.033652
"674",0.033752
"675",0.033852
"676",0.033952
"677",0.034052
"678",0.034152
"679",0.034252
"680",0.034352
"681",0.034452
"682",0.033352
"683",0.033452
"684",0.033552
"685",0.033652
"686",0.033752
"687",0.033852
"688",0.033952
"689",0.034052
"690",0.034152
"691",0.034252
"692",0.033252
"693",0.033352
"694",0.033452
"695",0.033552
"696",0.033652
"697",0.033752
"698",0.033852
"699",0.033952
"700",0.034052
"701",0.033152
"702",0.033252
"703",0.033352
"704",0.033452
"705",0.033552
"706",0.033652
"707",0.033752
"708",0.033852
"709",0.033152
"710",0.033252
"711",0.033352
"712",0.033452
"713",0.033552
"714",0.033652
"715",0.033052
"716",0.033152
"717",0.033252
"718",0.033352
"719",0.033452
"720",0.032952
"721",0.033052
"722",0.033152
"723",0.033252
"724",0.032852
"725",0.032952
"726",0.033052
"727",0.033152
"728",0.032752
"729",0.032852
"730",0.032952
"731",0.032752
"732",0.033552
"733",0.033652
"734",0.033752
"735",0.033852
"736",0.033952
"737",0.034052
"738",0.034152
"739",0.034252
"740",0.034352
"741",0.034452
"742",0.034552
"743",0.034652
"744",0.033452
"745",0.033552
"746",0.033652
"747",0.033752
"748",0.033852
"749",0.033952
"750",0.034052
"751",0.034152
"752",0.034252
"753",0.034352
"754",0.034452
"755",0.033352
"756",0.033452
"757",0.033552
"758",0.033652
"759",0.033752
"760",0.033852
"761",0.033952
"762",0.034052
"763",0.034152
"764",0.034252
"765",0.033252
"766",0.033352
"767",0.033452
"768",0.033552
"769",0.033652
"770",0.033752
"771",0.033852
"772",0.033952
"773",0.034052
"774",0.033152
"775",0.033252
"776",0.033352
"777",0.033452
"778",0.033552
"779",0.033652
"780",0.033752
"781",0.033852
"782",0.033152
"783",0.033252
"784",0.033352
"785",0.033452
"786",0.033552
"787",0.033652
"788",0.033052
"789",0.033152
"790",0.033252
"791",0.033352
"792",0.033452
"793",0.032952
"794",0.033052
"795",0.033152
"796",0.033252
"797",0.032852
"798",0.032952
"799",0.033052
"800",0.033152
"801",0.032752
"802",0.032852
"803",0.032952
"804",0.032752
"805",0.033552
"806",0.033652
"807",0.033752
"808",0.033852
"809",0.033952
"810",0.034052
"811",0.034152
"812",0.034252
"813",0.034352
"814",0.034452
"815",0.034552
"816",0.034652
"817",0.033452
"818",0.033552
"819",0.033652
"820",0.033752
"821",0.033852
"822",0.033952
"823",0.034052
"824",0.034152
"825",0.034252
"826",0.034352
"827",0.034452
"828",0.033352
"829",0.033452
"830",0.033552
"831",0.033652
"832",0.033752
"833",0.033852
"834",0.033952
"835",0.034052
"836",0.034152
"837",0.034252
"838",0.033252
"839",0.033352
"840",0.033452
"841",0.033552
"842",0.033652
"843",0.033752
"844",0.033852
"845",0.033952
"846",0.034052
"847",0.033152
"848",0.033252
"849",0.033352
"850",0.033452
"851",0.033552
"852",0.033652
"853",0.033752
"854",0.033852
"855",0.033152
"856",0.033252
"857",0.033352
"858",0.033452
"859",0.033552
"860",0.033652
"861",0.033052
"862",0.033152
"863",0.033252
"864",0.033352
"865",0.033452
"866",0.032952
"867",0.033052
"868",0.033152
"869",0.033252
"870",0.032852
"871",0.032952
"872",0.033052
"873",0.033152
"874",0.032752
"875",0.032852
"876",0.032952
"877",0.032752
"878",0.035752
"879",0.035852
"880",0.035952
"881",0.036052
"882",0.036152
"883",0.036252
"884",0.036352
"885",0.036452
"886",0.036552
"887",0.036652
"888",0.035652
"889",0.035752
"890",0.035852
"891",0.035952
"892",0.036052
"893",0.036152
"894",0.036252
"895",0.036352
"896",0.036452
"897",0.035552
"898",0.035652
"899",0.035752
"900",0.035852
"901",0.035952
"902",0.036052
"903",0.036152
"904",0.036252
"905",0.035452
"906",0.035552
"907",0.035652
"908",0.035752
"909",0.035852
"910",0.035952
"911",0.036052
"912",0.035452
"913",0.035552
"914",0.035652
"915",0.035752
"916",0.035852
"917",0.035352
"918",0.035452
"919",0.035552
"920",0.035652
"921",0.035252
"922",0.035352
"923",0.035452
"924",0.035152
"925",0.035252
"926",0.035052
"927",0.033552
"928",0.033652
"929",0.033752
"930",0.033852
"931",0.033952
"932",0.034052
"933",0.034152
"934",0.034252
"935",0.034352
"936",0.034452
"937",0.034552
"938",0.034652
"939",0.033452
"940",0.033552
"941",0.033652
"942",0.033752
"943",0.033852
"944",0.033952
"945",0.034052
"946",0.034152
"947",0.034252
"948",0.034352
"949",0.034452
"950",0.033352
"951",0.033452
"952",0.033552
"953",0.033652
"954",0.033752
"955",0.033852
"956",0.033952
"957",0.034052
"958",0.034152
"959",0.034252
"960",0.033252
"961",0.033352
"962",0.033452
"963",0.033552
"964",0.033652
"965",0.033752
"966",0.033852
"967",0.033952
"968",0.034052
"969",0.033152
"970",0.033252
"971",0.033352
"972",0.033452
"973",0.033552
"974",0.033652
"975",0.033752
"976",0.033852
"977",0.033152
"978",0.033252
"979",0.033352
"980",0.033452
"981",0.033552
"982",0.033652
"983",0.033052
"984",0.033152
"985",0.033252
"986",0.033352
"987",0.033452
"988",0.032952
"989",0.033052
"990",0.033152
"991",0.033252
"992",0.032852
"993",0.032952
"994",0.033052
"995",0.033152
"996",0.032752
"997",0.032852
"998",0.032952
"999",0.032752
"1000",0.033552
"1001",0.033652
"1002",0.033752
"1003",0.033852
"1004",0.033952
"1005",0.034052
"1006",0.034152
"1007",0.034252
"1008",0.034352
"1009",0.034452
"1010",0.034552
"1011",0.034652
"1012",0.033452
"1013",0.033552
"1014",0.033652
"1015",0.033752
"1016",0.033852
"1017",0.033952
"1018",0.034052
"1019",0.034152
"1020",0.034252
"1021",0.034352
"1022",0.034452
"1023",0.033352
"1024",0.033452
"1025",0.033552
"1026",0.033652
"1027",0.033752
"1028",0.033852
"1029",0.033952
"1030",0.034052
"1031",0.034152
"1032",0.034252
"1033",0.033252
"1034",0.033352
"1035",0.033452
"1036",0.033552
"1037",0.033652
"1038",0.033752
"1039",0.033852
"1040",0.033952
"1041",0.034052
"1042",0.033152
"1043",0.033252
"1044",0.033352
"1045",0.033452
"1046",0.033552
"1047",0.033652
"1048",0.033752
"1049",0.033852
"1050",0.033152
"1051",0.033252
"1052",0.033352
"1053",0.033452
"1054",0.033552
"1055",0.033652
"1056",0.033052
"1057",0.033152
"1058",0.033252
"1059",0.033352
"1060",0.033452
"1061",0.032952
"1062",0.033052
"1063",0.033152
"1064",0.033252
"1065",0.032852
"1066",0.032952
"1067",0.033052
"1068",0.033152
"1069",0.032752
"1070",0.032852
"1071",0.032952
"1072",0.032752
"1073",0.033552
"1074",0.033652
"1075",0.033752
"1076",0.033852
"1077",0.033952
"1078",0.034052
"1079",0.034152
"1080",0.034252
"1081",0.034352
"1082",0.034452
"1083",0.034552
"1084",0.034652
"1085",0.033452
"1086",0.033552
"1087",0.033652
"1088",0.033752
"1089",0.033852
"1090",0.033952
"1091",0.034052
"1092",0.034152
"1093",0.034252
"1094",0.034352
"1095",0.034452
"1096",0.033352
"1097",0.033452
"1098",0.033552
"1099",0.033652
"1100",0.033752
"1101",0.033852
"1102",0.033952
"1103",0.034052
"1104",0.034152
"1105",0.034252
"1106",0.033252
"1107",0.033352
"1108",0.033452
"1109",0.033552
"1110",0.033652
"1111",0.033752
"1112",0.033852
"1113",0.033952
"1114",0.034052
"1115",0.033152
"1116",0.033252
"1117",0.033352
"1118",0.033452
"1119",0.033552
"1120",0.033652
"1121",0.033752
"1122",0.033852
"1123",0.033152
"1124",0.033252
"1125",0.033352
"1126",0.033452
"1127",0.033552
"1128",0.033652
"1129",0.033052
"1130",0.033152
"1131",0.033252
"1132",0.033352
"1133",0.033452
"1134",0.032952
"1135",0.033052
"1136",0.033152
"1137",0.033252
"1138",0.032852
"1139",0.032952
"1140",0.033052
"1141",0.033152
"1142",0.032752
"1143",0.032852
"1144",0.032952
"1145",0.032752
"1146",0.033552
"1147",0.033652
"1148",0.033752
"1149",0.033852
"1150",0.033952
"1151",0.034052
"1152",0.034152
"1153",0.034252
"1154",0.034352
"1155",0.034452
"1156",0.034552
"1157",0.034652
"1158",0.033452
"1159",0.033552
"1160",0.033652
"1161",0.033752
"1162",0.033852
"1163",0.033952
"1164",0.034052
"1165",0.034152
"1166",0.034252
"1167",0.034352
"1168",0.034452
"1169",0.033352
"1170",0.033452
"1171",0.033552
"1172",0.033652
"1173",0.033752
"1174",0.033852
"1175",0.033952
"1176",0.034052
"1177",0.034152
"1178",0.034252
"1179",0.033252
"1180",0.033352
"1181",0.033452
"1182",0.033552
"1183",0.033652
"1184",0.033752
"1185",0.033852
"1186",0.033952
"1187",0.034052
"1188",0.033152
"1189",0.033252
"1190",0.033352
"1191",0.033452
"1192",0.033552
"1193",0.033652
"1194",0.033752
"1195",0.033852
"1196",0.033152
"1197",0.033252
"1198",0.033352
"1199",0.033452
"1200",0.033552
"1201",0.033652
"1202",0.033052
"1203",0.033152
"1204",0.033252
"1205",0.033352
"1206",0.033452
"1207",0.032952
"1208",0.033052
"1209",0.033152
"1210",0.033252
"1211",0.032852
"1212",0.032952
"1213",0.033052
"1214",0.033152
"1215",0.032752
"1216",0.032852
"1217",0.032952
"1218",0.032752
"1219",0.033552
"1220",0.033652
"1221",0.033752
"1222",0.033852
"1223",0.033952
"1224",0.034052
"1225",0.034152
"1226",0.034252
"1227",0.034352
"1228",0.034452
"1229",0.034552
"1230",0.034652
"1231",0.033452
"1232",0.033552
"1233",0.033652
"1234",0.033752
"1235",0.033852
"1236",0.033952
"1237",0.034052
"1238",0.034152
"1239",0.034252
"1240",0.034352
"1241",0.034452
"1242",0.033352
"1243",0.033452
"1244",0.033552
"1245",0.033652
"1246",0.033752
"1247",0.033852
"1248",0.033952
"1249",0.034052
"1250",0.034152
"1251",0.034252
"1252",0.033252
"1253",0.033352
"1254",0.033452
"1255",0.033552
"1256",0.033652
"1257",0.033752
"1258",0.033852
"1259",0.033952
"1260",0.034052
"1261",0.033152
"1262",0.033252
"1263",0.033352
"1264",0.033452
"1265",0.033552
"1266",0.033652
"1267",0.033752
"1268",0.033852
"1269",0.033152
"1270",0.033252
"1271",0.033352
"1272",0.033452
"1273",0.033552
"1274",0.033652
"1275",0.033052
"1276",0.033152
"1277",0.033252
"1278",0.033352
"1279",0.033452
"1280",0.032952
"1281",0.033052
"1282",0.033152
"1283",0.033252
"1284",0.032852
"1285",0.032952
"1286",0.033052
"1287",0.033152
"1288",0.032752
"1289",0.032852
"1290",0.032952
"1291",0.032752
"1292",0.033552
"1293",0.033652
"1294",0.033752
"1295",0.033852
"1296",0.033952
"1297",0.034052
"1298",0.034152
"1299",0.034252
"1300",0.034352
"1301",0.034452
"1302",0.034552
"1303",0.034652
"1304",0.033452
"1305",0.033552
"1306",0.033652
"1307",0.033752
"1308",0.033852
"1309",0.033952
"1310",0.034052
"1311",0.034152
"1312",0.034252
"1313",0.034352
"1314",0.034452
"1315",0.033352
"1316",0.033452
"1317",0.033552
"1318",0.033652
"1319",0.033752
"1320",0.033852
"1321",0.033952
"1322",0.034052
"1323",0.034152
"1324",0.034252
"1325",0.033252
"1326",0.033352
"1327",0.033452
"1328",0.033552
"1329",0.033652
"1330",0.033752
"1331",0.033852
"1332",0.033952
"1333",0.034052
"1334",0.033152
"1335",0.033252
"1336",0.033352
"1337",0.033452
"1338",0.033552
"1339",0.033652
"1340",0.033752
"1341",0.033852
"1342",0.033152
"1343",0.033252
"1344",0.033352
"1345",0.033452
"1346",0.033552
"1347",0.033652
"1348",0.033052
"1349",0.033152
"1350",0.033252
"1351",0.033352
"1352",0.033452
"1353",0.032952
"1354",0.033052
"1355",0.033152
"1356",0.033252
"1357",0.032852
"1358",0.032952
"1359",0.033052
"1360",0.033152
"1361",0.032752
"1362",0.032852
"1363",0.032952
"1364",0.032752
"1365",0.033552
"1366",0.033652
"1367",0.033752
"1368",0.033852
"1369",0.033952
"1370",0.034052
"1371",0.034152
"1372",0.034252
"1373",0.034352
"1374",0.034452
"1375",0.034552
"1376",0.034652
"1377",0.033452
"1378",0.033552
"1379",0.033652
"1380",0.033752
"1381",0.033852
"1382",0.033952
"1383",0.034052
"1384",0.034152
"1385",0.034252
"1386",0.034352
"1387",0.034452
"1388",0.033352
"1389",0.033452
"1390",0.033552
"1391",0.033652
"1392",0.033752
"1393",0.033852
"1394",0.033952
"1395",0.034052
"1396",0.034152
"1397",0.034252
"1398",0.033252
"1399",0.033352
"1400",0.033452
"1401",0.033552
"1402",0.033652
"1403",0.033752
"1404",0.033852
"1405",0.033952
"1406",0.034052
"1407",0.033152
"1408",0.033252
"1409",0.033352
"1410",0.033452
"1411",0.033552
"1412",0.033652
"1413",0.033752
"1414",0.033852
"1415",0.033152
"1416",0.033252
"1417",0.033352
"1418",0.033452
"1419",0.033552
"1420",0.033652
"1421",0.033052
"1422",0.033152
"1423",0.033252
"1424",0.033352
"1425",0.033452
"1426",0.032952
"1427",0.033052
"1428",0.033152
"1429",0.033252
"1430",0.032852
"1431",0.032952
"1432",0.033052
"1433",0.033152
"1434",0.032752
"1435",0.032852
"1436",0.032952
"1437",0.032752
"1438",0.033552
"1439",0.033652
"1440",0.033752
"1441",0.033852
"1442",0.033952
"1443",0.034052
"1444",0.034152
"1445",0.034252
"1446",0.034352
"1447",0.034452
"1448",0.034552
"1449",0.034652
"1450",0.033452
"1451",0.033552
"1452",0.033652
"1453",0.033752
"1454",0.033852
"1455",0.033952
"1456",0.034052
"1457",0.034152
"1458",0.034252
"1459",0.034352
"1460",0.034452
"1461",0.033352
"1462",0.033452
"1463",0.033552
"1464",0.033652
"1465",0.033752
"1466",0.033852
"1467",0.033952
"1468",0.034052
"1469",0.034152
"1470",0.034252
"1471",0.033252
"1472",0.033352
"1473",0.033452
"1474",0.033552
"1475",0.033652
"1476",0.033752
"1477",0.033852
"1478",0.033952
"1479",0.034052
"1480",0.033152
"1481",0.033252
"1482",0.033352
"1483",0.033452
"1484",0.033552
"1485",0.033652
"1486",0.033752
"1487",0.033852
"1488",0.033152
"1489",0.033252
"1490",0.033352
"1491",0.033452
"1492",0.033552
"1493",0.033652
"1494",0.033052
"1495",0.033152
"1496",0.033252
"1497",0.033352
"1498",0.033452
"1499",0.032952
"1500",0.033052
"1501",0.033152
"1502",0.033252
"1503",0.032852
"1504",0.032952
"1505",0.033052
"1506",0.033152
"1507",0.032752
"1508",0.032852
"1509",0.032952
"1510",0.032752
"1511",0.033552
"1512",0.033652
"1513",0.033752
"1514",0.033852
"1515",0.033952
"1516",0.034052
"1517",0.034152
"1518",0.034252
"1519",0.034352
"1520",0.034452
"1521",0.034552
"1522",0.034652
"1523",0.033452
"1524",0.033552
"1525",0.033652
"1526",0.033752
"1527",0.033852
"1528",0.033952
"1529",0.034052
"1530",0.034152
"1531",0.034252
"1532",0.034352
"1533",0.034452
"1534",0.033352
"1535",0.033452
"1536",0.033552
"1537",0.033652
"1538",0.033752
"1539",0.033852
"1540",0.033952
"1541",0.034052
"1542",0.034152
"1543",0.034252
"1544",0.033252
"1545",0.033352
"1546",0.033452
"1547",0.033552
"1548",0.033652
"1549",0.033752
"1550",0.033852
"1551",0.033952
"1552",0.034052
"1553",0.033152
"1554",0.033252
"1555",0.033352
"1556",0.033452
"1557",0.033552
"1558",0.033652
"1559",0.033752
"1560",0.033852
"1561",0.033152
"1562",0.033252
"1563",0.033352
"1564",0.033452
"1565",0.033552
"1566",0.033652
"1567",0.033052
"1568",0.033152
"1569",0.033252
"1570",0.033352
"1571",0.033452
"1572",0.032952
"1573",0.033052
"1574",0.033152
"1575",0.033252
"1576",0.032852
"1577",0.032952
"1578",0.033052
"1579",0.033152
"1580",0.032752
"1581",0.032852
"1582",0.032952
"1583",0.032752
"1584",0.033552
"1585",0.033652
"1586",0.033752
"1587",0.033852
"1588",0.033952
"1589",0.034052
"1590",0.034152
"1591",0.034252
"1592",0.034352
"1593",0.034452
"1594",0.034552
"1595",0.034652
"1596",0.033452
"1597",0.033552
"1598",0.033652
"1599",0.033752
"1600",0.033852
"1601",0.033952
"1602",0.034052
"1603",0.034152
"1604",0.034252
"1605",0.034352
"1606",0.034452
"1607",0.033352
"1608",0.033452
"1609",0.033552
"1610",0.033652
"1611",0.033752
"1612",0.033852
"1613",0.033952
"1614",0.034052
"1615",0.034152
"1616",0.034252
"1617",0.033252
"1618",0.033352
"1619",0.033452
"1620",0.033552
"1621",0.033652
"1622",0.033752
"1623",0.033852
"1624",0.033952
"1625",0.034052
"1626",0.033152
"1627",0.033252
"1628",0.033352
"1629",0.033452
"1630",0.033552
"1631",0.033652
"1632",0.033752
"1633",0.033852
"1634",0.033152
"1635",0.033252
"1636",0.033352
"1637",0.033452
"1638",0.033552
"1639",0.033652
"1640",0.033052
"1641",0.033152
"1642",0.033252
"1643",0.033352
"1644",0.033452
"1645",0.032952
"1646",0.033052
"1647",0.033152
"1648",0.033252
"1649",0.032852
"1650",0.032952
"1651",0.033052
"1652",0.033152
"1653",0.032752
"1654",0.032852
"1655",0.032952
"1656",0.032752
"1657",0.033552
"1658",0.033652
"1659",0.033752
"1660",0.033852
"1661",0.033952
"1662",0.034052
"1663",0.034152
"1664",0.034252
"1665",0.034352
